Lat(y);Long(x);Damage
-26.5;28.35;6.45
-26.45;28.35;8.82
-26.4;28.35;10.67
-26.35;28.35;11.98
-26.3;28.35;12.8
-26.25;28.35;13.13
-26.2;28.35;13.01
-26.15;28.35;12.45
-26.1;28.35;11.47
-26.05;28.35;9.97
-26;28.35;7.89
-25.95;28.35;5.15
-25.9;28.35;2.91
-25.85;28.35;2.39
-25.8;28.35;1.62
-25.75;28.35;0
-25.7;28.35;0
-25.65;28.35;0
-25.6;28.35;0
-25.55;28.35;0
-25.5;28.35;0
-25.45;28.35;0
-25.4;28.35;0
-25.35;28.35;0
-25.3;28.35;0
-25.25;28.35;0
-25.2;28.35;0
-25.15;28.35;0
-25.1;28.35;0
-25.05;28.35;0
-25;28.35;0
-24.95;28.35;0
-24.9;28.35;0
-27.1;28.4;0
-27.05;28.4;0
-27;28.4;0
-26.95;28.4;1.34
-26.9;28.4;1.62
-26.85;28.4;1.78
-26.8;28.4;1.89
-26.75;28.4;1.93
-26.7;28.4;1.99
-26.65;28.4;2.22
-26.6;28.4;2.61
-26.55;28.4;2.98
-26.5;28.4;5.3
-26.45;28.4;7.79
-26.4;28.4;9.69
-26.35;28.4;11.03
-26.3;28.4;11.85
-26.25;28.4;12.19
-26.2;28.4;12.05
-26.15;28.4;11.48
-26.1;28.4;10.44
-26.05;28.4;8.88
-26;28.4;6.72
-25.95;28.4;3.9
-25.9;28.4;2.77
-25.85;28.4;2.26
-25.8;28.4;1.58
-25.75;28.4;1.06
-25.7;28.4;0
-25.65;28.4;0
-25.6;28.4;0
-25.55;28.4;0
-25.5;28.4;0
-25.45;28.4;0
-25.4;28.4;0
-25.35;28.4;0
-25.3;28.4;0
-25.25;28.4;0
-25.2;28.4;0
-25.15;28.4;0
-25.1;28.4;0
-25.05;28.4;0
-25;28.4;0
-24.95;28.4;0
-24.9;28.4;0
-27.1;28.45;0
-27.05;28.45;0
-27;28.45;0
-26.95;28.45;0
-26.9;28.45;1.15
-26.85;28.45;1.37
-26.8;28.45;1.56
-26.75;28.45;1.66
-26.7;28.45;1.76
-26.65;28.45;2.03
-26.6;28.45;2.42
-26.55;28.45;2.82
-26.5;28.45;4.02
-26.45;28.45;6.63
-26.4;28.45;8.56
-26.35;28.45;9.87
-26.3;28.45;10.69
-26.25;28.45;11.04
-26.2;28.45;10.88
-26.15;28.45;10.28
-26.1;28.45;9.22
-26.05;28.45;7.65
-26;28.45;5.48
-25.95;28.45;3.01
-25.9;28.45;2.64
-25.85;28.45;2.17
-25.8;28.45;1.69
-25.75;28.45;1.43
-25.7;28.45;1.11
-25.65;28.45;0
-25.6;28.45;0
-25.55;28.45;0
-25.5;28.45;0
-25.45;28.45;0
-25.4;28.45;0
-25.35;28.45;0
-25.3;28.45;0
-25.25;28.45;0
-25.2;28.45;0
-25.15;28.45;0
-25.1;28.45;0
-25.05;28.45;0
-25;28.45;0
-24.95;28.45;0
-24.9;28.45;0
-27.1;28.5;0
-27.05;28.5;0
-27;28.5;0
-26.95;28.5;0
-26.9;28.5;0
-26.85;28.5;1.14
-26.8;28.5;1.33
-26.75;28.5;1.52
-26.7;28.5;1.71
-26.65;28.5;1.96
-26.6;28.5;2.31
-26.55;28.5;2.69
-26.5;28.5;3.03
-26.45;28.5;5.4
-26.4;28.5;7.31
-26.35;28.5;8.6
-26.3;28.5;9.4
-26.25;28.5;9.76
-26.2;28.5;9.61
-26.15;28.5;9.01
-26.1;28.5;7.96
-26.05;28.5;6.44
-26;28.5;4.36
-25.95;28.5;2.91
-25.9;28.5;2.58
-25.85;28.5;2.23
-25.8;28.5;2
-25.75;28.5;1.81
-25.7;28.5;1.61
-25.65;28.5;1.39
-25.6;28.5;1.09
-25.55;28.5;0
-25.5;28.5;0
-25.45;28.5;0
-25.4;28.5;0
-25.35;28.5;0
-25.3;28.5;0
-25.25;28.5;0
-25.2;28.5;0
-25.15;28.5;0
-25.1;28.5;0
-25.05;28.5;0
-25;28.5;0
-24.95;28.5;0
-24.9;28.5;0
-27.1;28.55;0
-27.05;28.55;0
-27;28.55;0
-26.95;28.55;0
-26.9;28.55;1.08
-26.85;28.55;1.27
-26.8;28.55;1.46
-26.75;28.55;1.65
-26.7;28.55;1.84
-26.65;28.55;2.05
-26.6;28.55;2.35
-26.55;28.55;2.65
-26.5;28.55;2.94
-26.45;28.55;4.33
-26.4;28.55;6.16
-26.35;28.55;7.41
-26.3;28.55;8.16
-26.25;28.55;8.5
-26.2;28.55;8.38
-26.15;28.55;7.82
-26.1;28.55;6.87
-26.05;28.55;5.46
-26;28.55;3.6
-25.95;28.55;2.89
-25.9;28.55;2.64
-25.85;28.55;2.45
-25.8;28.55;2.3
-25.75;28.55;2.16
-25.7;28.55;2.01
-25.65;28.55;1.85
-25.6;28.55;1.65
-25.55;28.55;1.41
-25.5;28.55;1.13
-25.45;28.55;0
-25.4;28.55;0
-25.35;28.55;0
-25.3;28.55;0
-25.25;28.55;0
-25.2;28.55;0
-25.15;28.55;0
-25.1;28.55;0
-25.05;28.55;0
-25;28.55;0
-24.95;28.55;0
-24.9;28.55;0
-27.1;28.6;0
-27.05;28.6;0
-27;28.6;0
-26.95;28.6;1.16
-26.9;28.6;1.42
-26.85;28.6;1.57
-26.8;28.6;1.74
-26.75;28.6;1.92
-26.7;28.6;2.08
-26.65;28.6;2.27
-26.6;28.6;2.49
-26.55;28.6;2.71
-26.5;28.6;2.93
-26.45;28.6;3.73
-26.4;28.6;5.31
-26.35;28.6;6.46
-26.3;28.6;7.17
-26.25;28.6;7.51
-26.2;28.6;7.4
-26.15;28.6;6.98
-26.1;28.6;6.15
-26.05;28.6;4.96
-26;28.6;3.5
-25.95;28.6;2.94
-25.9;28.6;2.81
-25.85;28.6;2.69
-25.8;28.6;2.58
-25.75;28.6;2.47
-25.7;28.6;2.34
-25.65;28.6;2.2
-25.6;28.6;2.03
-25.55;28.6;1.8
-25.5;28.6;1.56
-25.45;28.6;1.27
-25.4;28.6;0
-25.35;28.6;0
-25.3;28.6;0
-25.25;28.6;0
-25.2;28.6;0
-25.15;28.6;0
-25.1;28.6;0
-25.05;28.6;0
-25;28.6;0
-24.95;28.6;0
-24.9;28.6;0
-27.1;28.65;0
-27.05;28.65;0
-27;28.65;1.26
-26.95;28.65;1.56
-26.9;28.65;1.75
-26.85;28.65;1.89
-26.8;28.65;2.03
-26.75;28.65;2.19
-26.7;28.65;2.34
-26.65;28.65;2.51
-26.6;28.65;2.67
-26.55;28.65;2.83
-26.5;28.65;2.99
-26.45;28.65;3.79
-26.4;28.65;5.05
-26.35;28.65;6.01
-26.3;28.65;6.63
-26.25;28.65;6.86
-26.2;28.65;6.8
-26.15;28.65;6.53
-26.1;28.65;5.91
-26.05;28.65;5.08
-26;28.65;4.09
-25.95;28.65;3.19
-25.9;28.65;2.99
-25.85;28.65;2.91
-25.8;28.65;2.82
-25.75;28.65;2.72
-25.7;28.65;2.6
-25.65;28.65;2.47
-25.6;28.65;2.31
-25.55;28.65;2.11
-25.5;28.65;1.88
-25.45;28.65;1.62
-25.4;28.65;1.3
-25.35;28.65;0
-25.3;28.65;0
-25.25;28.65;0
-25.2;28.65;0
-25.15;28.65;0
-25.1;28.65;0
-25.05;28.65;0
-25;28.65;0
-24.95;28.65;0
-24.9;28.65;0
-27.1;28.7;0
-27.05;28.7;1.27
-27;28.7;1.59
-26.95;28.7;1.84
-26.9;28.7;2.01
-26.85;28.7;2.16
-26.8;28.7;2.29
-26.75;28.7;2.43
-26.7;28.7;2.57
-26.65;28.7;2.71
-26.6;28.7;2.85
-26.55;28.7;2.97
-26.5;28.7;3.35
-26.45;28.7;4.41
-26.4;28.7;5.29
-26.35;28.7;5.96
-26.3;28.7;6.41
-26.25;28.7;6.64
-26.2;28.7;6.69
-26.15;28.7;6.47
-26.1;28.7;6.06
-26.05;28.7;5.55
-26;28.7;5.04
-25.95;28.7;4.52
-25.9;28.7;3.94
-25.85;28.7;3.3
-25.8;28.7;3.01
-25.75;28.7;2.92
-25.7;28.7;2.82
-25.65;28.7;2.7
-25.6;28.7;2.54
-25.55;28.7;2.35
-25.5;28.7;2.12
-25.45;28.7;1.86
-25.4;28.7;1.59
-25.35;28.7;1.28
-25.3;28.7;0
-25.25;28.7;0
-25.2;28.7;0
-25.15;28.7;0
-25.1;28.7;0
-25.05;28.7;0
-25;28.7;0
-24.95;28.7;0
-24.9;28.7;0
-27.1;28.75;1.14
-27.05;28.75;1.57
-27;28.75;1.84
-26.95;28.75;2.06
-26.9;28.75;2.23
-26.85;28.75;2.37
-26.8;28.75;2.5
-26.75;28.75;2.64
-26.7;28.75;2.76
-26.65;28.75;2.89
-26.6;28.75;3
-26.55;28.75;3.48
-26.5;28.75;4.36
-26.45;28.75;5.13
-26.4;28.75;5.76
-26.35;28.75;6.23
-26.3;28.75;6.55
-26.25;28.75;6.71
-26.2;28.75;6.75
-26.15;28.75;6.65
-26.1;28.75;6.47
-26.05;28.75;6.22
-26;28.75;5.97
-25.95;28.75;5.64
-25.9;28.75;5.24
-25.85;28.75;4.74
-25.8;28.75;4.15
-25.75;28.75;3.36
-25.7;28.75;2.99
-25.65;28.75;2.87
-25.6;28.75;2.73
-25.55;28.75;2.54
-25.5;28.75;2.32
-25.45;28.75;2.07
-25.4;28.75;1.79
-25.35;28.75;1.49
-25.3;28.75;1.17
-25.25;28.75;0
-25.2;28.75;0
-25.15;28.75;0
-25.1;28.75;0
-25.05;28.75;0
-25;28.75;0
-24.95;28.75;0
-24.9;28.75;0
-27.1;28.8;1.41
-27.05;28.8;1.78
-27;28.8;2.03
-26.95;28.8;2.25
-26.9;28.8;2.41
-26.85;28.8;2.55
-26.8;28.8;2.67
-26.75;28.8;2.8
-26.7;28.8;2.92
-26.65;28.8;3.03
-26.6;28.8;3.74
-26.55;28.8;4.54
-26.5;28.8;5.23
-26.45;28.8;5.8
-26.4;28.8;6.22
-26.35;28.8;6.54
-26.3;28.8;6.77
-26.25;28.8;6.9
-26.2;28.8;6.95
-26.15;28.8;6.96
-26.1;28.8;6.9
-26.05;28.8;6.82
-26;28.8;6.69
-25.95;28.8;6.53
-25.9;28.8;6.31
-25.85;28.8;5.97
-25.8;28.8;5.47
-25.75;28.8;4.76
-25.7;28.8;3.85
-25.65;28.8;3.02
-25.6;28.8;2.88
-25.55;28.8;2.7
-25.5;28.8;2.48
-25.45;28.8;2.22
-25.4;28.8;1.94
-25.35;28.8;1.65
-25.3;28.8;1.36
-25.25;28.8;0
-25.2;28.8;0
-25.15;28.8;0
-25.1;28.8;0
-25.05;28.8;0
-25;28.8;0
-24.95;28.8;0
-24.9;28.8;0
-27.1;28.85;1.61
-27.05;28.85;1.95
-27;28.85;2.19
-26.95;28.85;2.39
-26.9;28.85;2.55
-26.85;28.85;2.69
-26.8;28.85;2.82
-26.75;28.85;2.94
-26.7;28.85;3.05
-26.65;28.85;3.96
-26.6;28.85;4.74
-26.55;28.85;5.37
-26.5;28.85;5.9
-26.45;28.85;6.3
-26.4;28.85;6.58
-26.35;28.85;6.78
-26.3;28.85;6.93
-26.25;28.85;7.02
-26.2;28.85;7.1
-26.15;28.85;7.16
-26.1;28.85;7.21
-26.05;28.85;7.27
-26;28.85;7.31
-25.95;28.85;7.3
-25.9;28.85;7.19
-25.85;28.85;6.98
-25.8;28.85;6.59
-25.75;28.85;5.97
-25.7;28.85;5.09
-25.65;28.85;3.92
-25.6;28.85;3
-25.55;28.85;2.82
-25.5;28.85;2.6
-25.45;28.85;2.34
-25.4;28.85;2.04
-25.35;28.85;1.72
-25.3;28.85;1.41
-25.25;28.85;0
-25.2;28.85;0
-25.15;28.85;0
-25.1;28.85;0
-25.05;28.85;0
-25;28.85;0
-24.95;28.85;0
-24.9;28.85;0
-27.1;28.9;1.77
-27.05;28.9;2.07
-27;28.9;2.31
-26.95;28.9;2.51
-26.9;28.9;2.67
-26.85;28.9;2.81
-26.8;28.9;2.93
-26.75;28.9;3.05
-26.7;28.9;4.02
-26.65;28.9;4.86
-26.6;28.9;5.53
-26.55;28.9;6.03
-26.5;28.9;6.39
-26.45;28.9;6.64
-26.4;28.9;6.8
-26.35;28.9;6.91
-26.3;28.9;6.98
-26.25;28.9;7.04
-26.2;28.9;7.13
-26.15;28.9;7.29
-26.1;28.9;7.47
-26.05;28.9;7.65
-26;28.9;7.81
-25.95;28.9;7.94
-25.9;28.9;7.94
-25.85;28.9;7.83
-25.8;28.9;7.53
-25.75;28.9;7
-25.7;28.9;6.14
-25.65;28.9;4.99
-25.6;28.9;3.53
-25.55;28.9;2.92
-25.5;28.9;2.69
-25.45;28.9;2.43
-25.4;28.9;2.11
-25.35;28.9;1.77
-25.3;28.9;1.39
-25.25;28.9;0
-25.2;28.9;0
-25.15;28.9;0
-25.1;28.9;0
-25.05;28.9;0
-25;28.9;0
-24.95;28.9;0
-24.9;28.9;0
-27.1;28.95;1.87
-27.05;28.95;2.17
-27;28.95;2.41
-26.95;28.95;2.59
-26.9;28.95;2.76
-26.85;28.95;2.89
-26.8;28.95;3.02
-26.75;28.95;3.86
-26.7;28.95;4.8
-26.65;28.95;5.56
-26.6;28.95;6.12
-26.55;28.95;6.51
-26.5;28.95;6.76
-26.45;28.95;6.89
-26.4;28.95;6.95
-26.35;28.95;6.97
-26.3;28.95;6.99
-26.25;28.95;7.04
-26.2;28.95;7.17
-26.15;28.95;7.41
-26.1;28.95;7.69
-26.05;28.95;7.97
-26;28.95;8.24
-25.95;28.95;8.47
-25.9;28.95;8.58
-25.85;28.95;8.55
-25.8;28.95;8.33
-25.75;28.95;7.84
-25.7;28.95;7.03
-25.65;28.95;5.9
-25.6;28.95;4.41
-25.55;28.95;3
-25.5;28.95;2.77
-25.45;28.95;2.49
-25.4;28.95;2.15
-25.35;28.95;1.77
-25.3;28.95;1.33
-25.25;28.95;0
-25.2;28.95;0
-25.15;28.95;0
-25.1;28.95;0
-25.05;28.95;0
-25;28.95;0
-24.95;28.95;0
-24.9;28.95;0
-27.1;29;1.94
-27.05;29;2.23
-27;29;2.47
-26.95;29;2.66
-26.9;29;2.82
-26.85;29;2.96
-26.8;29;3.38
-26.75;29;4.48
-26.7;29;5.39
-26.65;29;6.1
-26.6;29;6.59
-26.55;29;6.86
-26.5;29;7.01
-26.45;29;7.05
-26.4;29;7.02
-26.35;29;6.99
-26.3;29;7.01
-26.25;29;7.1
-26.2;29;7.29
-26.15;29;7.57
-26.1;29;7.93
-26.05;29;8.3
-26;29;8.66
-25.95;29;8.95
-25.9;29;9.14
-25.85;29;9.19
-25.8;29;9.02
-25.75;29;8.55
-25.7;29;7.75
-25.65;29;6.62
-25.6;29;5.08
-25.55;29;3.13
-25.5;29;2.82
-25.45;29;2.53
-25.4;29;2.16
-25.35;29;1.72
-25.3;29;1.21
-25.25;29;0
-25.2;29;0
-25.15;29;0
-25.1;29;0
-25.05;29;0
-25;29;0
-24.95;29;0
-24.9;29;0
-27.1;29.05;1.96
-27.05;29.05;2.27
-27;29.05;2.51
-26.95;29.05;2.7
-26.9;29.05;2.86
-26.85;29.05;3
-26.8;29.05;3.78
-26.75;29.05;4.88
-26.7;29.05;5.79
-26.65;29.05;6.46
-26.6;29.05;6.91
-26.55;29.05;7.11
-26.5;29.05;7.19
-26.45;29.05;7.16
-26.4;29.05;7.09
-26.35;29.05;7.04
-26.3;29.05;7.09
-26.25;29.05;7.22
-26.2;29.05;7.47
-26.15;29.05;7.81
-26.1;29.05;8.23
-26.05;29.05;8.66
-26;29.05;9.07
-25.95;29.05;9.43
-25.9;29.05;9.67
-25.85;29.05;9.75
-25.8;29.05;9.61
-25.75;29.05;9.14
-25.7;29.05;8.35
-25.65;29.05;7.2
-25.6;29.05;5.62
-25.55;29.05;3.59
-25.5;29.05;2.86
-25.45;29.05;2.55
-25.4;29.05;2.15
-25.35;29.05;1.66
-25.3;29.05;1.04
-25.25;29.05;0
-25.2;29.05;0
-25.15;29.05;0
-25.1;29.05;0
-25.05;29.05;0
-25;29.05;0
-24.95;29.05;0
-24.9;29.05;0
-27.1;29.1;1.96
-27.05;29.1;2.26
-27;29.1;2.5
-26.95;29.1;2.69
-26.9;29.1;2.86
-26.85;29.1;3.01
-26.8;29.1;3.87
-26.75;29.1;4.98
-26.7;29.1;5.89
-26.65;29.1;6.54
-26.6;29.1;6.94
-26.55;29.1;7.13
-26.5;29.1;7.19
-26.45;29.1;7.14
-26.4;29.1;7.06
-26.35;29.1;7.02
-26.3;29.1;7.11
-26.25;29.1;7.31
-26.2;29.1;7.61
-26.15;29.1;8
-26.1;29.1;8.44
-26.05;29.1;8.9
-26;29.1;9.34
-25.95;29.1;9.72
-25.9;29.1;9.98
-25.85;29.1;10.06
-25.8;29.1;9.92
-25.75;29.1;9.46
-25.7;29.1;8.67
-25.65;29.1;7.53
-25.6;29.1;5.92
-25.55;29.1;3.81
-25.5;29.1;2.87
-25.45;29.1;2.54
-25.4;29.1;2.13
-25.35;29.1;1.59
-25.3;29.1;0
-25.25;29.1;0
-25.2;29.1;0
-25.15;29.1;0
-25.1;29.1;0
-25.05;29.1;0
-25;29.1;0
-24.95;29.1;0
-24.9;29.1;0
-27.1;29.15;1.89
-27.05;29.15;2.2
-27;29.15;2.45
-26.95;29.15;2.65
-26.9;29.15;2.82
-26.85;29.15;2.97
-26.8;29.15;3.58
-26.75;29.15;4.73
-26.7;29.15;5.63
-26.65;29.15;6.29
-26.6;29.15;6.68
-26.55;29.15;6.87
-26.5;29.15;6.93
-26.45;29.15;6.89
-26.4;29.15;6.83
-26.35;29.15;6.83
-26.3;29.15;6.97
-26.25;29.15;7.21
-26.2;29.15;7.56
-26.15;29.15;7.98
-26.1;29.15;8.44
-26.05;29.15;8.91
-26;29.15;9.36
-25.95;29.15;9.74
-25.9;29.15;9.98
-25.85;29.15;10.05
-25.8;29.15;9.91
-25.75;29.15;9.45
-25.7;29.15;8.64
-25.65;29.15;7.45
-25.6;29.15;5.82
-25.55;29.15;3.64
-25.5;29.15;2.84
-25.45;29.15;2.49
-25.4;29.15;2.06
-25.35;29.15;1.43
-25.3;29.15;0
-25.25;29.15;0
-25.2;29.15;0
-25.15;29.15;0
-25.1;29.15;0
-25.05;29.15;0
-25;29.15;0
-24.95;29.15;0
-24.9;29.15;0
-27.1;29.2;1.78
-27.05;29.2;2.11
-27;29.2;2.37
-26.95;29.2;2.57
-26.9;29.2;2.76
-26.85;29.2;2.92
-26.8;29.2;3.05
-26.75;29.2;4.23
-26.7;29.2;5.11
-26.65;29.2;5.79
-26.6;29.2;6.21
-26.55;29.2;6.42
-26.5;29.2;6.5
-26.45;29.2;6.49
-26.4;29.2;6.48
-26.35;29.2;6.54
-26.3;29.2;6.71
-26.25;29.2;7
-26.2;29.2;7.37
-26.15;29.2;7.83
-26.1;29.2;8.29
-26.05;29.2;8.75
-26;29.2;9.2
-25.95;29.2;9.57
-25.9;29.2;9.79
-25.85;29.2;9.85
-25.8;29.2;9.68
-25.75;29.2;9.2
-25.7;29.2;8.37
-25.65;29.2;7.14
-25.6;29.2;5.47
-25.55;29.2;3.23
-25.5;29.2;2.78
-25.45;29.2;2.42
-25.4;29.2;1.95
-25.35;29.2;1.21
-25.3;29.2;0
-25.25;29.2;0
-25.2;29.2;0
-25.15;29.2;0
-25.1;29.2;0
-25.05;29.2;0
-25;29.2;0
-24.95;29.2;0
-24.9;29.2;0
-27.1;29.25;1.59
-27.05;29.25;1.96
-27;29.25;2.22
-26.95;29.25;2.45
-26.9;29.25;2.63
-26.85;29.25;2.8
-26.8;29.25;2.95
-26.75;29.25;3.25
-26.7;29.25;4.19
-26.65;29.25;4.91
-26.6;29.25;5.37
-26.55;29.25;5.63
-26.5;29.25;5.75
-26.45;29.25;5.78
-26.4;29.25;5.8
-26.35;29.25;5.91
-26.3;29.25;6.14
-26.25;29.25;6.46
-26.2;29.25;6.85
-26.15;29.25;7.32
-26.1;29.25;7.78
-26.05;29.25;8.23
-26;29.25;8.67
-25.95;29.25;9.05
-25.9;29.25;9.25
-25.85;29.25;9.27
-25.8;29.25;9.07
-25.75;29.25;8.56
-25.7;29.25;7.69
-25.65;29.25;6.4
-25.6;29.25;4.63
-25.55;29.25;2.97
-25.5;29.25;2.67
-25.45;29.25;2.28
-25.4;29.25;1.75
-25.35;29.25;0
-25.3;29.25;0
-25.25;29.25;0
-25.2;29.25;0
-25.15;29.25;0
-25.1;29.25;0
-25.05;29.25;0
-25;29.25;0
-24.95;29.25;0
-24.9;29.25;0
-27.1;29.3;1.29
-27.05;29.3;1.72
-27;29.3;2.01
-26.95;29.3;2.25
-26.9;29.3;2.46
-26.85;29.3;2.64
-26.8;29.3;2.8
-26.75;29.3;2.93
-26.7;29.3;3.03
-26.65;29.3;3.6
-26.6;29.3;4.1
-26.55;29.3;4.43
-26.5;29.3;4.59
-26.45;29.3;4.67
-26.4;29.3;4.74
-26.35;29.3;4.89
-26.3;29.3;5.15
-26.25;29.3;5.5
-26.2;29.3;5.9
-26.15;29.3;6.38
-26.1;29.3;6.84
-26.05;29.3;7.27
-26;29.3;7.69
-25.95;29.3;8.05
-25.9;29.3;8.25
-25.85;29.3;8.25
-25.8;29.3;8
-25.75;29.3;7.45
-25.7;29.3;6.53
-25.65;29.3;5.2
-25.6;29.3;3.32
-25.55;29.3;2.83
-25.5;29.3;2.49
-25.45;29.3;2.06
-25.4;29.3;1.43
-25.35;29.3;0
-25.3;29.3;0
-25.25;29.3;0
-25.2;29.3;0
-25.15;29.3;0
-25.1;29.3;0
-25.05;29.3;0
-25;29.3;0
-24.95;29.3;0
-24.9;29.3;0
-24.9;29.3;0
