Year	Month	Day	Lat(y)	Long(x)	Magnitude
1975	1	3	-26.5	27.4	3.5
1975	1	5	-26.5	27.5	4.1
1975	1	5	-26.3	27	2.9
1975	1	7	-26.6	24.2	2.6
1975	1	8	-29.6	30.4	3.5
1975	1	11	-26.4	27.4	2.9
1975	1	14	-26.2	27.2	2.2
1975	1	14	-26.7	26.5	2.4
1975	1	24	-26.5	27.6	3.1
1975	1	25	-26.4	28.4	3.4
1975	1	25	-27.1	26.9	3.1
1975	1	26	-26.4	27.5	3.1
1975	2	3	-26.4	27.4	3.3
1975	2	3	-26.2	27.6	2.8
1975	2	6	-26.8	26.7	2.8
1975	2	8	-26.3	27.4	3
1975	2	8	-27	26.8	3.8
1975	2	9	-26.3	28.1	2.7
1975	2	11	-26.5	27.5	4
1975	2	13	-26.4	27.4	3.1
1975	2	13	-26.5	27.7	3
1975	2	15	-26.5	27.5	3.2
1975	2	15	-26.4	27.5	3.1
1975	2	19	-26.4	27.3	2.9
1975	2	20	-26.3	27.3	3
1975	2	20	-26.4	27.3	2.7
1975	2	21	-26.3	27.6	3.1
1975	2	21	-26.3	27.3	3.3
1975	2	23	-26.2	27.7	3.6
1975	2	24	-26.4	27.4	2.5
1975	2	24	-26.3	27.4	3
1975	2	24	-26.8	26.7	2.8
1975	2	25	-26.4	27.4	3.4
1975	2	26	-26.4	27.3	2.6
1975	2	26	-26.4	27.2	3.2
1975	2	26	-26.9	26.7	3.4
1975	3	3	-28.1	26.8	2.7
1975	3	6	-26.5	27.5	3.6
1975	3	7	-28	26.8	2.7
1975	3	8	-26.9	26.8	2.9
1975	3	11	-26.9	26.6	2.7
1975	3	12	-28	26.7	3
1975	3	13	-26.3	27.3	3.3
1975	3	13	-26.5	27.5	3.3
1975	3	16	-26.4	27.5	3.9
1975	3	19	-26.3	28.2	3.7
1975	3	21	-28.1	26.9	2.9
1975	3	21	-26.4	27.4	3.4
1975	3	24	-26.3	27.1	3.2
1975	3	26	-26.5	27.4	3.4
1975	4	3	-26.4	27.3	2.9
1975	4	3	-26.4	27.3	3.3
1975	4	4	-26.4	27.2	3.6
1975	4	4	-26.5	27.4	3.5
1975	4	4	-26.3	27.4	3.4
1975	4	4	-26.5	27.2	3.3
1975	4	5	-26.3	27.3	2.9
1975	4	6	-26.9	26.8	3.4
1975	4	8	-26.4	27.5	2.9
1975	4	12	-26.3	27.3	2.9
1975	4	12	-26.8	26.8	3.5
1975	4	13	-26.4	27.2	3.2
1975	4	16	-26.4	27.2	2.5
1975	4	16	-26.4	27.4	2.8
1975	4	16	-26.1	27.9	2.9
1975	4	17	-26.4	27.3	3.4
1975	4	17	-26.4	27.3	3.2
1975	4	17	-26.4	27.3	2.3
1975	4	18	-26.4	27.3	2.9
1975	4	18	-26.5	27.5	3.4
1975	4	22	-26.9	26.9	3.6
1975	4	23	-26.9	26.8	2.9
1975	4	24	-26.4	27.3	2.9
1975	4	24	-26.4	27.4	2.9
1975	4	24	-26.4	27.3	2.7
1975	4	25	-26.4	27.3	2.3
1975	4	25	-26.4	27.4	2.7
1975	4	26	-26.4	27.3	2.5
1975	4	26	-26.4	27.4	1.9
1975	4	27	-26.4	27.2	2.8
1975	4	29	-26.4	27.2	3.2
1975	4	30	-26.4	27.4	3.4
1975	5	1	-26.1	27.7	2.5
1975	5	2	-26.2	28.2	3
1975	5	4	-26.1	28	2.6
1975	5	7	-24.4	27.7	2.8
1975	5	8	-26.3	28.4	3
1975	5	9	-26.4	27.4	3.7
1975	5	11	-26.4	27.4	3.7
1975	5	11	-26.5	27.3	2.5
1975	5	14	-28.8	25.8	3.7
1975	5	14	-26.3	27.3	3.5
1975	5	14	-26.3	27.5	2.9
1975	5	16	-28.1	26.9	2.8
1975	5	16	-26.4	27.3	3.4
1975	5	17	-26.4	27.5	3.1
1975	5	17	-26.4	27.5	3.1
1975	5	17	-26.1	28	2.4
1975	5	17	-26.1	28	2.3
1975	5	18	-26.3	27.2	2.2
1975	5	18	-26.4	27.3	2.4
1975	5	19	-26.3	27.5	2.3
1975	5	19	-26.4	27.4	2.2
1975	5	19	-26.2	28.1	2.5
1975	5	20	-27.9	26.5	2.8
1975	5	20	-26.1	28.2	3
1975	5	21	-26.4	27.4	3
1975	5	21	-26.2	28.1	3
1975	5	21	-26.1	27.7	3
1975	5	22	-26.4	27.2	2.4
1975	5	22	-26.3	27.2	3
1975	5	23	-26.7	26.9	3
1975	5	23	-28.1	26.8	3.2
1975	5	24	-26.4	27.4	2.6
1975	5	25	-26.4	27.4	3.7
1975	5	25	-26.4	27.3	2.1
1975	5	27	-27.8	26.5	3.6
1975	5	30	-28.1	26.9	2.5
1975	5	30	-26.4	27.3	3
1975	5	31	-26.8	26.8	3.5
1975	6	1	-26.4	27.3	2.6
1975	6	1	-26.4	27.3	2.5
1975	6	1	-26.3	27.3	2.8
1975	6	2	-28.1	26.8	3.6
1975	6	2	-26.3	27.3	2.3
1975	6	3	-26.1	28	2.4
1975	6	3	-26.3	27.3	2.4
1975	6	4	-26.9	27	4
1975	6	5	-26.3	27.3	3.1
1975	6	7	-26.4	27.4	3.3
1975	6	8	-29.5	25.3	4.5
1975	6	9	-26.9	26.7	2.8
1975	6	10	-29.5	25.1	3.3
1975	6	10	-26.4	27.4	3.1
1975	6	11	-26.4	27.3	3.2
1975	6	15	-28	27	2.8
1975	6	16	-28	26.6	2.7
1975	6	17	-26.2	27.6	3.1
1975	6	18	-26.2	28.1	2.9
1975	6	19	-26.4	27.5	3.3
1975	6	25	-26.4	27.4	3.7
1975	6	25	-26.4	27.4	3
1975	6	26	-26	28.2	3.9
1975	6	26	-28	26.8	3.5
1975	6	27	-25.7	27.6	3.2
1975	7	1	-26.4	27.5	3.8
1975	7	3	-26.2	28.2	3.7
1975	7	3	-26.2	28.1	3.8
1975	7	3	-26.8	26.7	3.1
1975	7	3	-28	26.8	3.4
1975	7	4	-26.5	27.6	3.1
1975	7	4	-26.4	27.5	3.2
1975	7	6	-26.4	27.5	3.3
1975	7	10	-26.4	27.4	3.4
1975	7	15	-26.9	26.8	3.7
1975	7	15	-26.7	26.5	3.4
1975	7	15	-26.4	27.4	3.4
1975	7	16	-26.2	28.1	3.3
1975	7	16	-26.9	26.8	2.7
1975	7	17	-26.3	27.3	3.2
1975	7	18	-26.4	27.4	3.2
1975	7	21	-27.9	26.7	3.2
1975	7	21	-26.8	28.1	3.5
1975	7	22	-26.6	28.5	3.3
1975	7	28	-26.3	27.3	3.1
1975	7	30	-26.2	28.1	3.5
1975	7	31	-26.3	27.3	3.7
1975	7	31	-26.3	27.1	3
1975	8	3	-26.4	27.3	3
1975	8	3	-22.1	30.9	3.3
1975	8	4	-26.3	27.8	3.4
1975	8	11	-26.4	27.5	3.2
1975	8	13	-26.4	27.4	3.4
1975	8	14	-26.4	27.6	3.9
1975	8	19	-26.9	26.7	3.5
1975	8	23	-26.4	27.4	3.2
1975	8	23	-26.3	27.3	2.9
1975	8	23	-26.4	27.4	3.4
1975	8	25	-28	26.7	3.9
1975	8	26	-26.4	27.4	3.5
1975	8	27	-26.9	26.7	2.9
1975	8	27	-26.4	27.4	3
1975	8	28	-26.2	27.5	2.9
1975	8	28	-26.4	27.3	2.9
1975	8	29	-27.9	26.6	3
1975	8	29	-26.2	28.1	3.5
1975	8	31	-26.4	27.3	2.8
1975	8	31	-26.2	28.1	3.6
1975	8	31	-26.4	27.3	3.1
1975	8	31	-26.4	27.3	3
1975	9	1	-26.3	27.3	2.9
1975	9	2	-26.4	27.4	3.4
1975	9	2	-26.4	27.3	3.3
1975	9	3	-26.4	27.4	2.9
1975	9	4	-26.5	27.5	3.7
1975	9	4	-26.4	27.4	3.7
1975	9	4	-26.4	27.5	2.9
1975	9	5	-26.4	27.4	3.5
1975	9	6	-26.2	28.3	2.2
1975	9	10	-26.9	26.9	3.6
1975	9	11	-26.2	28.3	2.9
1975	9	12	-26.5	27.5	2.6
1975	9	13	-26.5	27.4	2.4
1975	9	13	-26.5	27.3	2.3
1975	9	14	-27	26.9	3.8
1975	9	15	-28.1	26.9	2.7
1975	9	15	-28	26.7	3.5
1975	9	15	-26.4	27.4	2.6
1975	9	16	-28.1	26.8	2.3
1975	9	16	-28.1	26.9	2.7
1975	9	18	-27.9	26.6	3.4
1975	9	18	-28	26.7	2.7
1975	9	19	-26.3	28.3	2.6
1975	9	21	-26.2	28	2.6
1975	9	23	-26.5	27.6	2.7
1975	9	24	-26.4	28.6	2.3
1975	9	24	-26.5	27.6	2.4
1975	9	25	-26.4	27.5	3.2
1975	9	25	-26.5	27.6	4
1975	9	25	-26.5	27.7	2.9
1975	9	25	-26.4	27.4	3.2
1975	9	25	-26.8	27.8	2.9
1975	9	26	-26.4	27.5	2.7
1975	10	1	-28.1	26.9	2.7
1975	10	2	-26.4	27.2	3.5
1975	10	4	-26.4	27.4	3.1
1975	10	7	-26.4	28.3	3.7
1975	10	10	-26.5	27.5	3.8
1975	10	11	-26.4	27.4	3.5
1975	10	16	-26.3	27.3	2.9
1975	10	20	-26.4	27.4	3.1
1975	10	20	-26.2	28.3	2.4
1975	10	20	-26.2	28.6	3.1
1975	10	20	-24.7	31.8	3.5
1975	10	23	-26.3	28.1	3.4
1975	10	24	-26.4	27.4	3.3
1975	10	25	-26.4	28.1	2.5
1975	10	27	-26.9	26.7	3.6
1975	10	27	-26.3	28	3.5
1975	10	28	-28	26.9	3.2
1975	10	28	-26.4	27.3	2.8
1975	10	29	-26.4	27.4	2.8
1975	10	30	-26.5	27.7	2.7
1975	10	31	-26.4	27.3	2.7
1975	11	2	-28	26.7	2.4
1975	11	3	-26.5	27.5	3
1975	11	3	-26.4	28.4	3.2
1975	11	4	-26.5	27.5	3.2
1975	11	5	-26.2	28.5	2.8
1975	11	5	-26.5	27.7	2.8
1975	11	5	-28.2	26.8	2.7
1975	11	8	-26.5	26.5	3.5
1975	11	9	-26.5	27.7	3
1975	11	10	-26.5	27.4	3.3
1975	11	10	-26.4	27.3	2.8
1975	11	11	-26.5	27.4	3.2
1975	11	14	-28	26.7	3
1975	11	14	-26.9	26.8	2.7
1975	11	15	-26.5	27.5	3.4
1975	11	17	-27	27	2.2
1975	11	18	-26.4	27.5	3.4
1975	11	20	-26.3	28.2	3.3
1975	11	22	-26.5	27.4	3.3
1975	11	22	-28.1	26.9	3.8
1975	12	5	-26.4	27.6	2.9
1975	12	6	-26.5	27.5	3.1
1975	12	14	-26.5	27.4	3.7
1975	12	15	-26.5	27.4	3.3
1975	12	17	-26.2	28.5	2.9
1975	12	17	-26.5	27.4	3.5
1975	12	18	-26.4	27.3	3
1975	12	20	-26.4	27.4	2.7
1975	12	20	-26.4	27.4	2.7
1975	12	21	-26.2	28.2	2.7
1975	12	22	-26.2	27.8	3.5
1975	12	24	-26.5	27.5	3.3
1975	12	24	-26.5	27.6	3.2
1975	12	25	-26.3	27.5	3.1
1975	12	28	-26.5	27.3	2.9
1975	12	29	-26.9	26.8	3.4
1975	12	30	-26.2	28.1	3.4
1975	12	31	-27	26.8	3
1976	1	1	-26.4	27.3	3.1
1976	1	3	-26.2	28.1	3.4
1976	1	7	-26.5	27.5	3
1976	1	11	-26.1	27.6	3.5
1976	1	15	-26.2	27.9	3.1
1976	1	19	-26.7	26.5	3.2
1976	1	20	-26.2	27.7	3.4
1976	1	21	-26.6	27.5	3.3
1976	1	22	-25.3	27.4	3.4
1976	1	24	-26.8	26.6	3.6
1976	1	26	-27	26.9	3.5
1976	1	26	-28.2	26.8	3.5
1976	1	27	-26.2	28.1	3.5
1976	1	29	-26.3	27.6	3.5
1976	2	3	-26.5	27.4	3.2
1976	2	5	-27.9	26.6	3.3
1976	2	5	-26.4	27.4	2.8
1976	2	8	-26.4	27.3	3.3
1976	2	9	-26.3	27.3	3.1
1976	2	11	-26.4	27.4	3.7
1976	2	18	-26.3	27.2	2.8
1976	2	21	-26.4	26.3	2.9
1976	2	21	-26.2	27.1	2.9
1976	2	21	-26.5	27.5	3.3
1976	2	25	-26.3	27.4	3.3
1976	2	26	-26.2	27.8	3.8
1976	2	27	-26.5	27.6	2.8
1976	2	28	-26.3	27.5	4
1976	3	1	-26.3	27.9	3.5
1976	3	2	-26.3	28.2	3.4
1976	3	6	-26.9	26.9	3.1
1976	3	6	-26.4	27.5	2.8
1976	3	7	-26	28.4	3.4
1976	3	7	-26.5	27.7	3.2
1976	3	8	-26.5	27.4	3.2
1976	3	9	-26.4	27.4	3
1976	3	9	-28	26.4	3.9
1976	3	9	-26.4	27.3	2.7
1976	3	10	-26.4	27.4	3.6
1976	3	11	-26.3	27.4	3.1
1976	3	13	-27	26.8	3.5
1976	3	16	-26.5	27.5	3.5
1976	3	18	-24.6	27.2	4
1976	3	18	-28	26.8	3.4
1976	3	19	-26.5	27.4	3.2
1976	3	22	-26.5	27.4	3.3
1976	3	27	-28	26.6	2.9
1976	3	27	-26.4	27.7	3.4
1976	3	29	-26.4	27.7	3.1
1976	3	30	-26.3	27.7	2.9
1976	3	30	-26.5	27.4	2.9
1976	4	1	-26.7	26.7	3.3
1976	4	2	-26.4	27.4	3.8
1976	4	3	-26.4	27.4	3.8
1976	4	3	-28.1	26.7	2.3
1976	4	7	-26.5	27.4	3.1
1976	4	9	-26.5	27.4	3.1
1976	4	10	-26.2	28	4.1
1976	4	11	-26.9	26.6	3
1976	4	13	-26.5	27.6	4.2
1976	4	14	-26.5	27.4	3.1
1976	4	14	-26.5	27.5	2.9
1976	4	14	-27.9	26.5	3.1
1976	4	15	-26.4	27.6	2.7
1976	4	16	-26.5	27.4	2.2
1976	4	16	-26.4	27.5	2.4
1976	4	16	-26.4	27.4	3.4
1976	4	17	-26.4	27.4	3.2
1976	4	17	-26.4	27.4	3.8
1976	4	18	-26.3	27.8	2.1
1976	4	20	-26.3	27.4	2.1
1976	4	21	-26.4	27.4	2.9
1976	4	22	-26.5	27.4	2.7
1976	4	22	-26.9	26.8	2.6
1976	4	24	-26.4	27.4	2.7
1976	4	24	-26.5	27.5	2.8
1976	4	25	-26.2	27.5	3
1976	4	26	-26.3	28.2	3.5
1976	4	26	-26.4	27.6	2.5
1976	4	26	-26.4	27.4	2.2
1976	4	26	-26.9	26.8	3
1976	4	27	-26.4	27.4	2.4
1976	4	28	-26.2	28.3	3.4
1976	4	28	-26.4	27.4	3.1
1976	4	28	-28	26.5	2.4
1976	4	29	-26.5	27.2	3.2
1976	4	29	-26.2	28	2.7
1976	4	30	-26.4	27.4	4
1976	4	30	-26.4	27.4	2.8
1976	4	30	-26.2	27.8	2.4
1976	4	30	-26.4	27.5	2.6
1976	4	30	-26.1	27.8	2.9
1976	5	1	-26.4	27.6	2.7
1976	5	1	-26.4	27.6	3.3
1976	5	1	-26.4	27.4	2.2
1976	5	1	-26.4	27.4	2.5
1976	5	1	-26.4	27.4	2.2
1976	5	3	-29.7	28.1	3.6
1976	5	6	-26.4	27.4	3.5
1976	5	7	-26.4	27.4	3
1976	5	7	-26.2	27.7	3.4
1976	5	9	-28.1	26.9	2.5
1976	5	10	-26.5	27.5	3.4
1976	5	10	-26.5	27.3	3
1976	5	10	-27	26.8	2.6
1976	5	12	-28	26.7	2.8
1976	5	12	-27.9	26.6	2.6
1976	5	13	-26.9	26.7	2.9
1976	5	13	-26.3	27.7	2.9
1976	5	13	-26.4	27.4	2.5
1976	5	13	-26.2	28.2	2.3
1976	5	14	-28	26.7	2.6
1976	5	14	-26.2	28.3	2.2
1976	5	15	-26.3	27.4	3.5
1976	5	16	-26.3	27.4	2.8
1976	5	16	-28.1	26.8	2.8
1976	5	16	-26.4	27.6	2.3
1976	5	17	-26.3	27.4	2.3
1976	5	18	-26.3	27.8	2.6
1976	5	18	-26.5	27.6	2.7
1976	5	18	-26.4	27.5	3.5
1976	5	19	-26.2	28.2	3.8
1976	5	19	-26.4	27.4	2.1
1976	5	19	-26.4	27.5	2.9
1976	5	19	-26.4	27.2	2.2
1976	5	19	-26.4	27.3	3.5
1976	5	20	-26	27.8	1.9
1976	5	21	-27.9	26.6	3.4
1976	5	21	-28	26.8	2.8
1976	5	21	-26.4	27.4	3.1
1976	5	22	-26.4	27.5	2.3
1976	5	24	-26.3	27.7	2.6
1976	5	25	-26.2	28.1	2.1
1976	5	26	-26.3	28.3	2.6
1976	5	26	-26.3	27.3	2.6
1976	5	26	-26.3	27.4	2.4
1976	5	26	-26.2	28.4	2.1
1976	5	27	-26.4	27.4	3.8
1976	6	1	-26.2	28.3	1.7
1976	6	1	-26.4	27.5	2.2
1976	6	2	-26.4	27.4	2.1
1976	6	4	-26.4	27.3	2.9
1976	6	4	-26.4	27.4	2.6
1976	6	4	-26.2	28.3	2.2
1976	6	4	-26.6	27.4	3
1976	6	6	-26.8	26.7	3
1976	6	6	-26.4	27.4	3.9
1976	6	6	-26.3	28.5	3.7
1976	6	8	-26.4	27.4	2.7
1976	6	8	-26.5	27.2	2.8
1976	6	8	-28	26.6	2.6
1976	6	12	-26.4	27.5	3.2
1976	6	13	-28.1	26.8	2.9
1976	6	15	-26.9	26.8	2.9
1976	6	15	-26.4	27.4	2.7
1976	6	18	-26.2	27.5	2.7
1976	6	19	-26.4	27.5	2.9
1976	6	22	-28.1	26.9	3.1
1976	6	23	-26.4	27.6	3.4
1976	6	23	-26.9	26.9	2.9
1976	6	24	-26.9	26.7	2.5
1976	6	24	-26.2	28.3	3.1
1976	6	25	-28.1	26.9	3.3
1976	6	25	-26.2	28.3	2.9
1976	6	26	-26.9	26.8	2.6
1976	6	27	-26.4	27.4	2.4
1976	6	27	-26.4	27.4	3.6
1976	6	27	-26.3	28.1	2.9
1976	6	30	-26.9	26.8	3.4
1976	7	1	-29.559	25.112	5.8
1976	7	1	-29.5	25.1	2.3
1976	7	1	-29.6	25	3.3
1976	7	1	-29.6	25	2.4
1976	7	1	-29.5	25	3.4
1976	7	1	-29.6	25.1	2
1976	7	1	-29.6	25.1	3.1
1976	7	1	-29.5	25.1	3.7
1976	7	1	-28	26.8	3.5
1976	7	2	-26.9	26.9	3.3
1976	7	2	-26.9	26.8	2.4
1976	7	2	-26.3	28.2	3.3
1976	7	2	-29.5	25.1	3.3
1976	7	2	-26.5	27.8	2.8
1976	7	3	-29.5	25	2.2
1976	7	3	-29.5	25.1	1.7
1976	7	3	-26.5	27.5	3.6
1976	7	3	-29.6	25.2	3.2
1976	7	5	-29.6	25.1	3.6
1976	7	5	-27.8	26.4	2.9
1976	7	6	-22.2	31.1	4
1976	7	6	-26.4	27.5	3.4
1976	7	6	-29.5	25.1	3.9
1976	7	8	-25.1	28.5	3.3
1976	7	9	-26.4	27.4	2.5
1976	7	9	-26.4	27.3	2.2
1976	7	9	-26.3	27.3	2.6
1976	7	10	-29.7	25.3	1.8
1976	7	13	-26.4	27.5	3.4
1976	7	14	-26.4	27.4	2.7
1976	7	14	-26.4	27.5	2.3
1976	7	14	-26.4	27.3	2.2
1976	7	15	-29.5	25.1	4.3
1976	7	15	-26.2	28.2	2.9
1976	7	15	-26.2	28.2	2.7
1976	7	15	-26.3	27.4	2.3
1976	7	15	-26.4	27.4	3.3
1976	7	15	-26.4	27.4	3.1
1976	7	15	-26.3	27.7	2.7
1976	7	16	-26.3	27.3	3
1976	7	16	-26.1	28.1	3.4
1976	7	16	-26.9	26.5	2.6
1976	7	16	-26.3	27.4	2
1976	7	19	-26.3	27.7	2.8
1976	7	19	-26.4	27.4	2.1
1976	7	22	-26.3	27.9	3.4
1976	7	27	-26.5	27.4	3.3
1976	7	28	-26.4	27.4	2.7
1976	7	29	-26.3	27.3	3.3
1976	7	31	-26.4	27.5	3.6
1976	7	31	-26.9	26.9	3.7
1976	7	31	-26.9	27	3.6
1976	8	2	-26.8	26.6	2.5
1976	8	2	-26.4	27.3	3.6
1976	8	2	-26.2	28.2	2.8
1976	8	3	-26.4	27.4	3.7
1976	8	3	-26.9	26.7	3.5
1976	8	3	-29.3	25.1	2.8
1976	8	4	-26.5	27.6	2.3
1976	8	4	-26.9	26.7	3.3
1976	8	4	-29.5	24.9	2.5
1976	8	4	-29.5	25.1	2.9
1976	8	4	-26.4	27.4	3.3
1976	8	4	-26.4	27.4	2.8
1976	8	5	-26.2	28.2	2.2
1976	8	5	-26.4	27.4	2.6
1976	8	8	-26.4	27.4	2.8
1976	8	9	-26.2	28.2	2.9
1976	8	9	-26.3	27.4	2.5
1976	8	10	-26.2	27.4	2.3
1976	8	10	-26.2	27.4	2.1
1976	8	10	-26.5	27.3	2.7
1976	8	11	-26.5	27.3	2.3
1976	8	11	-26.5	27.4	2.2
1976	8	12	-26.5	27.4	2.6
1976	8	12	-26.9	26.8	3.4
1976	8	12	-26.4	27.4	2.5
1976	8	13	-26.4	27.3	3.2
1976	8	13	-26.3	27.6	2.2
1976	8	16	-26.4	27.6	2.2
1976	8	16	-26.2	28.2	2.6
1976	8	19	-29.5	25	2.6
1976	8	19	-26.5	27.5	3.4
1976	8	19	-26.4	27.7	3.5
1976	8	19	-29.5	25.1	4.4
1976	8	21	-26.4	27.4	2.4
1976	8	21	-26.3	27.5	2.5
1976	8	21	-26.2	28.4	3
1976	8	22	-26.9	26.9	3.1
1976	8	23	-26.2	27.4	3.1
1976	8	23	-26.4	27.3	2.1
1976	8	24	-26.4	27.6	2
1976	8	24	-26.4	27.4	1.9
1976	8	26	-26.1	28.1	2.5
1976	8	27	-26.3	27.4	3.3
1976	8	27	-26.1	28.1	3.2
1976	8	27	-26.4	27.3	3.4
1976	8	28	-26.4	27.5	2.8
1976	8	29	-28	26.8	3.3
1976	8	29	-26.2	28.1	2.3
1976	8	30	-26.3	27.6	3.3
1976	8	31	-26.2	28	3.4
1976	8	31	-26.3	27.7	2.3
1976	9	4	-29.5	25	3.5
1976	9	4	-26.8	26.8	3.5
1976	9	4	-26.2	28.3	3.2
1976	9	4	-29.5	25.1	2.6
1976	9	4	-26.4	27.4	2.1
1976	9	6	-28	26.7	2.8
1976	9	7	-26.4	27.5	2.6
1976	9	7	-26.2	28.3	2.3
1976	9	7	-26.4	27.6	2.3
1976	9	7	-27	26.7	2.7
1976	9	8	-26.2	28.2	2.4
1976	9	8	-26.4	27.4	2.5
1976	9	8	-26.2	28.3	2.3
1976	9	8	-26.4	27.4	2.5
1976	9	8	-26.4	27.4	2.8
1976	9	9	-26.4	27.3	2.1
1976	9	9	-26.2	28.3	2.3
1976	9	10	-26.3	27.4	2
1976	9	10	-26.3	27.5	2.4
1976	9	10	-26.4	27.4	3.4
1976	9	11	-26.3	27.6	2.1
1976	9	11	-26.7	26.9	2.4
1976	9	11	-28.1	26.8	3.4
1976	9	13	-26.4	27.3	3.3
1976	9	14	-26.5	27.5	2.1
1976	9	15	-27.9	26.5	2.7
1976	9	16	-26.8	26.7	3
1976	9	18	-26.3	28.1	3
1976	9	18	-26.3	27.6	2.5
1976	9	18	-28.1	26.7	2.7
1976	9	20	-26.4	27.5	2.4
1976	9	22	-26.4	27.4	3.2
1976	9	22	-26.4	27.4	3.6
1976	9	23	-26.1	28.1	2.6
1976	9	24	-26.8	26.8	3.3
1976	9	24	-26.9	26.9	3.7
1976	9	24	-26.5	27.4	2.8
1976	9	24	-28	26.9	2.6
1976	9	25	-26.4	27.3	2.6
1976	9	25	-26.4	27.3	2.1
1976	9	25	-26.3	27.4	2.4
1976	9	25	-26.4	27.4	2.5
1976	9	26	-26.3	27.3	2.8
1976	9	27	-26.3	27.4	2.2
1976	9	28	-26.2	28.1	3
1976	9	30	-26.3	27.7	2.5
1976	9	30	-26.3	27.5	2.3
1976	9	30	-26.3	27.5	2.6
1976	9	30	-25	28.4	3.2
1976	10	2	-26.3	27.2	2.7
1976	10	3	-26.5	27.5	3.4
1976	10	6	-26.4	27.2	3.4
1976	10	7	-26.3	27.5	3.7
1976	10	7	-29.3	25	2.3
1976	10	7	-26.3	27.5	2.4
1976	10	7	-26.3	27.4	2.8
1976	10	8	-26.3	27.2	3.4
1976	10	8	-26.4	27.4	2.2
1976	10	8	-26.3	28.4	2.1
1976	10	8	-26.4	27.4	3.4
1976	10	8	-26.4	27.5	2.5
1976	10	8	-26.4	27.5	2.3
1976	10	10	-27.8	26.5	3.3
1976	10	11	-26.4	27.5	3
1976	10	12	-26.4	27.3	3.3
1976	10	13	-26.4	27.4	3.4
1976	10	14	-26.4	27.8	3.5
1976	10	14	-26.1	27.7	3.5
1976	10	16	-26.4	27.4	3.2
1976	10	17	-29.5	24.9	3.2
1976	10	18	-26.4	27.4	3.4
1976	10	18	-26.9	26.8	3.1
1976	10	22	-26.3	27.6	3.3
1976	10	23	-26.8	26.7	2.8
1976	10	23	-27.9	26.7	2.7
1976	10	24	-26.5	27.7	3.3
1976	10	25	-26.4	27.5	3.7
1976	10	28	-28	26.4	3
1976	10	28	-26.4	27.4	2
1976	10	29	-26.4	27.4	2.1
1976	10	29	-26.4	27.5	4.2
1976	10	29	-26.3	27.7	2.4
1976	10	30	-26.4	27.4	2.3
1976	10	30	-26.4	27.4	2.3
1976	10	31	-28.1	26.9	2.8
1976	10	31	-26.9	26.8	2.6
1976	11	1	-29.6	24.8	2.6
1976	11	1	-26.1	27.8	3.5
1976	11	1	-26.8	26.8	2.9
1976	11	1	-26.4	27.4	2.3
1976	11	1	-26.2	28.4	2.2
1976	11	1	-26.4	27.5	2.1
1976	11	2	-26.4	27.6	2.8
1976	11	2	-26.3	27.9	2.5
1976	11	3	-26.4	27.7	3.6
1976	11	3	-26.3	27.4	2.8
1976	11	3	-26.4	27.3	2.5
1976	11	5	-26.4	27.4	2.6
1976	11	10	-26.1	27.6	3.5
1976	11	12	-26.3	27.2	3.9
1976	11	12	-26.3	27.4	3.4
1976	11	19	-26.2	28.1	2.9
1976	11	20	-28	26.8	3.5
1976	11	20	-26.4	27.4	3.4
1976	11	22	-26.4	27.4	2.6
1976	11	22	-26.4	27.3	3
1976	11	24	-26.4	27.3	3.1
1976	11	26	-26.2	28.3	2.3
1976	11	26	-29.5	25.1	3.7
1976	11	27	-26.4	27.5	3
1976	11	29	-26.4	27.4	3
1976	11	29	-26.4	27.3	3.7
1976	11	30	-28	26.7	3.3
1976	11	30	-26.3	27.4	2.7
1976	12	2	-26.9	26.8	2.7
1976	12	3	-26.2	28.2	2.5
1976	12	3	-26.3	27.7	2.4
1976	12	4	-26.5	27.3	3.3
1976	12	6	-26.4	27.3	2.7
1976	12	7	-26.3	27.7	2.5
1976	12	7	-26.4	27.4	2.5
1976	12	7	-26.4	27.4	2.6
1976	12	8	-26.2	28.1	2.4
1976	12	8	-26.2	28.1	3
1976	12	8	-28	26.8	5.1
1976	12	8	-28	26.7	3.5
1976	12	8	-27.9	26.7	3.2
1976	12	8	-26.9	26.8	3.4
1976	12	8	-28.1	26.9	3.1
1976	12	10	-26.8	27.9	3.5
1976	12	15	-26.4	27.4	2.8
1976	12	16	-26.8	26.8	2.1
1976	12	17	-26.5	27.5	3.4
1976	12	18	-27	26.8	3.5
1976	12	19	-26.6	27.6	3.9
1976	12	22	-26.4	27.4	3.3
1976	12	25	-26.9	26.8	2.6
1976	12	26	-26.4	27.3	3.2
1976	12	29	-26.4	27.4	3.3
1976	12	29	-26.4	27.4	3.1
1976	12	29	-26.4	27.3	2.2
1977	1	4	-26.4	27.4	2.8
1977	1	7	-26.3	27.2	2.9
1977	1	8	-28	26.8	3
1977	1	8	-26.4	27.4	2.6
1977	1	8	-27	26.9	3.9
1977	1	13	-26.4	27.4	2.8
1977	1	17	-26.9	26.8	3.8
1977	1	17	-27.9	26.8	3.4
1977	1	18	-26.9	26.8	2.8
1977	1	20	-26.9	26.9	2.6
1977	1	20	-26.2	27.7	2.5
1977	1	22	-26.4	27.9	2.6
1977	1	27	-26.8	26.8	2.8
1977	1	28	-26.4	28.4	3.5
1977	1	28	-26.4	27.2	2.4
