       Lat(y)	    Long(x)	   Modified Mercalli Intensity
       -26.050      28.100         6.8009
       -26.000      28.100         6.6038
       -25.950      28.100         6.3414
       -25.900      28.100         6.0031
       -25.850      28.100         5.5387
       -25.800      28.100         4.8289
       -25.750      28.100         3.7620
       -25.700      28.100         3.4154
       -25.650      28.100         2.8036
       -25.600      28.100         1.0000
       -25.550      28.100         2.4106
       -25.500      28.100         0.0100
       -25.450      28.100         0.0100
       -25.400      28.100         0.0100
       -25.350      28.100         0.0100
       -25.300      28.100         0.0100
       -25.250      28.100         0.0100
       -25.200      28.100         0.0100
       -25.150      28.100         0.0100
       -25.100      28.100         0.0100
       -25.050      28.100         0.0100
       -25.000      28.100         0.0100
       -24.950      28.100         0.0100
       -24.900      28.100         0.0100
       -27.100      28.150         4.8727
       -27.050      28.150         5.2468
       -27.000      28.150         5.5075
       -26.950      28.150         5.7058
       -26.900      28.150         5.8482
       -26.850      28.150         5.9495
       -26.800      28.150         6.0036
       -26.750      28.150         6.0251
       -26.700      28.150         6.0165
       -26.650      28.150         6.0393
       -26.600      28.150         6.1593
       -26.550      28.150         6.3366
       -26.500      28.150         6.5349
       -26.450      28.150         6.7242
       -26.400      28.150         6.8809
       -26.350      28.150         6.9940
       -26.300      28.150         7.0707
       -26.250      28.150         7.1131
       -26.200      28.150         7.1090
       -26.150      28.150         7.0552
       -26.100      28.150         6.9631
       -26.050      28.150         6.8270
       -26.000      28.150         6.6342
       -25.950      28.150         6.3778
       -25.900      28.150         6.0387
       -25.850      28.150         5.5762
       -25.800      28.150         4.8784
       -25.750      28.150         2.2600
       -25.700      28.150         0.0100
       -25.650      28.150         0.0100
       -25.600      28.150         0.0100
       -25.550      28.150         0.0100
       -25.500      28.150         0.0100
       -25.450      28.150         0.0100
       -25.400      28.150         0.0100
       -25.350      28.150         0.0100
       -25.300      28.150         0.0100
       -25.250      28.150         0.0100
       -25.200      28.150         0.0100
       -25.150      28.150         0.0100
       -25.100      28.150         0.0100
       -25.050      28.150         0.0100
       -25.000      28.150         0.0100
       -24.950      28.150         0.0100
       -24.900      28.150         0.0100
       -27.100      28.200         4.6633
       -27.050      28.200         5.0741
       -27.000      28.200         5.3478
       -26.950      28.200         5.5587
       -26.900      28.200         5.7065
       -26.850      28.200         5.8113
       -26.800      28.200         5.8642
       -26.750      28.200         5.8858
       -26.700      28.200         5.8836
       -26.650      28.200         5.9320
       -26.600      28.200         6.0909
       -26.550      28.200         6.2970
       -26.500      28.200         6.5156
       -26.450      28.200         6.7183
       -26.400      28.200         6.8800
       -26.350      28.200         6.9974
       -26.300      28.200         7.0768
       -26.250      28.200         7.1227
       -26.200      28.200         7.1185
       -26.150      28.200         7.0600
       -26.100      28.200         6.9668
       -26.050      28.200         6.8305
       -26.000      28.200         6.6417
       -25.950      28.200         6.3866
       -25.900      28.200         6.0418
       -25.850      28.200         5.5795
       -25.800      28.200         4.8860
       -25.750      28.200         0.0100
       -25.700      28.200         0.0100
       -25.650      28.200         0.0100
       -25.600      28.200         0.0100
       -25.550      28.200         0.0100
       -25.500      28.200         0.0100
       -25.450      28.200         0.0100
       -25.400      28.200         0.0100
       -25.350      28.200         0.0100
       -25.300      28.200         0.0100
       -25.250      28.200         0.0100
       -25.200      28.200         0.0100
       -25.150      28.200         0.0100
       -25.100      28.200         0.0100
       -25.050      28.200         0.0100
       -25.000      28.200         0.0100
       -24.950      28.200         0.0100
       -24.900      28.200         0.0100
       -27.100      28.250         4.3300
       -27.050      28.250         4.8213
       -27.000      28.250         5.1306
       -26.950      28.250         5.3686
       -26.900      28.250         5.5264
       -26.850      28.250         5.6296
       -26.800      28.250         5.6842
       -26.750      28.250         5.7074
       -26.700      28.250         5.7122
       -26.650      28.250         5.7950
       -26.600      28.250         5.9990
       -26.550      28.250         6.2438
       -26.500      28.250         6.4843
       -26.450      28.250         6.6950
       -26.400      28.250         6.8627
       -26.350      28.250         6.9837
       -26.300      28.250         7.0653
       -26.250      28.250         7.1075
       -26.200      28.250         7.0980
       -26.150      28.250         7.0404
       -26.100      28.250         6.9483
       -26.050      28.250         6.8112
       -26.000      28.250         6.6179
       -25.950      28.250         6.3567
       -25.900      28.250         6.0164
       -25.850      28.250         5.5449
       -25.800      28.250         4.7965
       -25.750      28.250         0.0100
       -25.700      28.250         0.0100
       -25.650      28.250         0.0100
       -25.600      28.250         0.0100
       -25.550      28.250         0.0100
       -25.500      28.250         0.0100
       -25.450      28.250         0.0100
       -25.400      28.250         0.0100
       -25.350      28.250         0.0100
       -25.300      28.250         0.0100
       -25.250      28.250         0.0100
       -25.200      28.250         0.0100
       -25.150      28.250         0.0100
       -25.100      28.250         0.0100
       -25.050      28.250         0.0100
       -25.000      28.250         0.0100
       -24.950      28.250         0.0100
       -24.900      28.250         0.0100
       -27.100      28.300         3.7363
       -27.050      28.300         4.4591
       -27.000      28.300         4.8365
       -26.950      28.300         5.1148
       -26.900      28.300         5.2935
       -26.850      28.300         5.3975
       -26.800      28.300         5.4553
       -26.750      28.300         5.4867
       -26.700      28.300         5.4995
       -26.650      28.300         5.6185
       -26.600      28.300         5.8746
       -26.550      28.300         6.1669
       -26.500      28.300         6.4234
       -26.450      28.300         6.6444
       -26.400      28.300         6.8182
       -26.350      28.300         6.9435
       -26.300      28.300         7.0255
       -26.250      28.300         7.0613
       -26.200      28.300         7.0491
       -26.150      28.300         6.9956
       -26.100      28.300         6.9023
       -26.050      28.300         6.7600
       -26.000      28.300         6.5604
       -25.950      28.300         6.2949
       -25.900      28.300         5.9608
       -25.850      28.300         5.4677
       -25.800      28.300         4.6792
       -25.750      28.300         2.6896
       -25.700      28.300         0.0100
       -25.650      28.300         0.0100
       -25.600      28.300         0.0100
       -25.550      28.300         0.0100
       -25.500      28.300         0.0100
       -25.450      28.300         0.0100
       -25.400      28.300         0.0100
       -25.350      28.300         0.0100
       -25.300      28.300         0.0100
       -25.250      28.300         0.0100
       -25.200      28.300         0.0100
       -25.150      28.300         0.0100
       -25.100      28.300         0.0100
       -25.050      28.300         0.0100
       -25.000      28.300         0.0100
       -24.950      28.300         0.0100
       -24.900      28.300         0.0100
       -27.100      28.350         2.8176
       -27.050      28.350         3.9841
       -27.000      28.350         4.4460
       -26.950      28.350         4.7593
       -26.900      28.350         4.9817
       -26.850      28.350         5.1095
       -26.800      28.350         5.1837
       -26.750      28.350         5.2282
       -26.700      28.350         5.2512
       -26.650      28.350         5.4036
       -26.600      28.350         5.7310
       -26.550      28.350         6.0586
       -26.500      28.350         6.3335
       -26.450      28.350         6.5664
       -26.400      28.350         6.7479
       -26.350      28.350         6.8770
       -26.300      28.350         6.9577
       -26.250      28.350         6.9900
       -26.200      28.350         6.9776
       -26.150      28.350         6.9234
       -26.100      28.350         6.8266
       -26.050      28.350         6.6797
       -26.000      28.350         6.4751
       -25.950      28.350         6.2057
       -25.900      28.350         5.8555
       -25.850      28.350         5.3515
       -25.800      28.350         4.5909
       -25.750      28.350         3.4781
       -25.700      28.350         0.0100
       -25.650      28.350         0.0100
       -25.600      28.350         0.0100
       -25.550      28.350         0.0100
       -25.500      28.350         0.0100
       -25.450      28.350         0.0100
       -25.400      28.350         0.0100
       -25.350      28.350         0.0100
       -25.300      28.350         0.0100
       -25.250      28.350         0.0100
       -25.200      28.350         0.0100
       -25.150      28.350         0.0100
       -25.100      28.350         0.0100
       -25.050      28.350         0.0100
       -25.000      28.350         0.0100
       -24.950      28.350         0.0100
       -24.900      28.350         0.0100
       -27.100      28.400         0.0100
       -27.050      28.400         3.1889
       -27.000      28.400         3.9500
       -26.950      28.400         4.3175
       -26.900      28.400         4.5912
       -26.850      28.400         4.7482
       -26.800      28.400         4.8546
       -26.750      28.400         4.9000
       -26.700      28.400         4.9593
       -26.650      28.400         5.1806
       -26.600      28.400         5.5641
       -26.550      28.400         5.9267
       -26.500      28.400         6.2211
       -26.450      28.400         6.4653
       -26.400      28.400         6.6520
       -26.350      28.400         6.7834
       -26.300      28.400         6.8644
       -26.250      28.400         6.8974
       -26.200      28.400         6.8837
       -26.150      28.400         6.8279
       -26.100      28.400         6.7259
       -26.050      28.400         6.5721
       -26.000      28.400         6.3600
       -25.950      28.400         6.0834
       -25.900      28.400         5.7178
       -25.850      28.400         5.2191
       -25.800      28.400         4.5538
       -25.750      28.400         4.0469
       -25.700      28.400         3.1956
       -25.650      28.400         0.0100
       -25.600      28.400         0.0100
       -25.550      28.400         0.0100
       -25.500      28.400         0.0100
       -25.450      28.400         0.0100
       -25.400      28.400         0.0100
       -25.350      28.400         0.0100
       -25.300      28.400         0.0100
       -25.250      28.400         0.0100
       -25.200      28.400         0.0100
       -25.150      28.400         0.0100
       -25.100      28.400         2.4031
       -25.050      28.400         2.3600
       -25.000      28.400         2.8171
       -24.950      28.400         0.0100
       -24.900      28.400         0.0100
       -27.100      28.450         0.0100
       -27.050      28.450         0.0100
       -27.000      28.450         3.2529
       -26.950      28.450         3.7793
       -26.900      28.450         4.1305
       -26.850      28.450         4.3446
       -26.800      28.450         4.5313
       -26.750      28.450         4.6333
       -26.700      28.450         4.7341
       -26.650      28.450         4.9932
       -26.600      28.450         5.3783
       -26.550      28.450         5.7681
       -26.500      28.450         6.0946
       -26.450      28.450         6.3511
       -26.400      28.450         6.5406
       -26.350      28.450         6.6694
       -26.300      28.450         6.7500
       -26.250      28.450         6.7849
       -26.200      28.450         6.7690
       -26.150      28.450         6.7100
       -26.100      28.450         6.6058
       -26.050      28.450         6.4516
       -26.000      28.450         6.2387
       -25.950      28.450         5.9587
       -25.900      28.450         5.5963
       -25.850      28.450         5.1300
       -25.800      28.450         4.6620
       -25.750      28.450         4.4018
       -25.700      28.450         4.0876
       -25.650      28.450         3.5668
       -25.600      28.450         2.8156
       -25.550      28.450         0.0100
       -25.500      28.450         0.0100
       -25.450      28.450         0.0100
       -25.400      28.450         0.0100
       -25.350      28.450         0.0100
       -25.300      28.450         0.0100
       -25.250      28.450         0.0100
       -25.200      28.450         0.0100
       -25.150      28.450         0.0100
       -25.100      28.450         2.3600
       -25.050      28.450         3.1329
       -25.000      28.450         2.7700
       -24.950      28.450         0.0100
       -24.900      28.450         0.0100
       -27.100      28.500         0.0100
       -27.050      28.500         0.0100
       -27.000      28.500         0.0100
       -26.950      28.500         3.5100
       -26.900      28.500         3.9311
       -26.850      28.500         4.1225
       -26.800      28.500         4.3063
       -26.750      28.500         4.4925
       -26.700      28.500         4.6831
       -26.650      28.500         4.9254
       -26.600      28.500         5.2704
       -26.550      28.500         5.6474
       -26.500      28.500         5.9723
       -26.450      28.500         6.2300
       -26.400      28.500         6.4182
       -26.350      28.500         6.5450
       -26.300      28.500         6.6236
       -26.250      28.500         6.6583
       -26.200      28.500         6.6435
       -26.150      28.500         6.5848
       -26.100      28.500         6.4824
       -26.050      28.500         6.3322
       -26.000      28.500         6.1283
       -25.950      28.500         5.8633
       -25.900      28.500         5.5330
       -25.850      28.500         5.1917
       -25.800      28.500         4.9700
       -25.750      28.500         4.7789
       -25.700      28.500         4.5861
       -25.650      28.500         4.3686
       -25.600      28.500         4.0761
       -25.550      28.500         3.7880
       -25.500      28.500         3.1531
       -25.450      28.500         0.0100
       -25.400      28.500         0.0100
       -25.350      28.500         0.0100
       -25.300      28.500         0.0100
       -25.250      28.500         0.0100
       -25.200      28.500         0.0100
       -25.150      28.500         0.0100
       -25.100      28.500         2.9600
       -25.050      28.500         3.1100
       -25.000      28.500         3.0116
       -24.950      28.500         0.0100
       -24.900      28.500         0.0100
       -27.100      28.550         0.0100
       -27.050      28.550         0.0100
       -27.000      28.550         0.0100
       -26.950      28.550         3.6615
       -26.900      28.550         4.0590
       -26.850      28.550         4.2470
       -26.800      28.550         4.4368
       -26.750      28.550         4.6188
       -26.700      28.550         4.8090
       -26.650      28.550         5.0181
       -26.600      28.550         5.3073
       -26.550      28.550         5.6041
       -26.500      28.550         5.8861
       -26.450      28.550         6.1252
       -26.400      28.550         6.3050
       -26.350      28.550         6.4281
       -26.300      28.550         6.5011
       -26.250      28.550         6.5352
       -26.200      28.550         6.5234
       -26.150      28.550         6.4683
       -26.100      28.550         6.3749
       -26.050      28.550         6.2363
       -26.000      28.550         6.0540
       -25.950      28.550         5.8358
       -25.900      28.550         5.5935
       -25.850      28.550         5.4030
       -25.800      28.550         5.2644
       -25.750      28.550         5.1264
       -25.700      28.550         4.9735
       -25.650      28.550         4.8188
       -25.600      28.550         4.6178
       -25.550      28.550         4.3888
       -25.500      28.550         4.1148
       -25.450      28.550         3.6015
       -25.400      28.550         0.0100
       -25.350      28.550         0.0100
       -25.300      28.550         0.0100
       -25.250      28.550         0.0100
       -25.200      28.550         0.0100
       -25.150      28.550         2.9231
       -25.100      28.550         2.7298
       -25.050      28.550         2.1600
       -25.000      28.550         0.0100
       -24.950      28.550         0.0100
       -24.900      28.550         0.0100
       -27.100      28.600         0.0100
       -27.050      28.600         0.0100
       -27.000      28.600         3.6563
       -26.950      28.600         4.1430
       -26.900      28.600         4.3972
       -26.850      28.600         4.5427
       -26.800      28.600         4.7082
       -26.750      28.600         4.8853
       -26.700      28.600         5.0474
       -26.650      28.600         5.2354
       -26.600      28.600         5.4462
       -26.550      28.600         5.6609
       -26.500      28.600         5.8750
       -26.450      28.600         6.0664
       -26.400      28.600         6.2219
       -26.350      28.600         6.3341
       -26.300      28.600         6.4048
       -26.250      28.600         6.4377
       -26.200      28.600         6.4271
       -26.150      28.600         6.3853
       -26.100      28.600         6.3046
       -26.050      28.600         6.1877
       -26.000      28.600         6.0439
       -25.950      28.600         5.8928
       -25.900      28.600         5.7587
       -25.850      28.600         5.6462
       -25.800      28.600         5.5357
       -25.750      28.600         5.4300
       -25.700      28.600         5.3020
       -25.650      28.600         5.1634
       -25.600      28.600         4.9920
       -25.550      28.600         4.7675
       -25.500      28.600         4.5298
       -25.450      28.600         4.2469
       -25.400      28.600         3.7997
       -25.350      28.600         3.2100
       -25.300      28.600         0.0100
       -25.250      28.600         0.0100
       -25.200      28.600         1.9600
       -25.150      28.600         2.9100
       -25.100      28.600         3.0680
       -25.050      28.600         2.7100
       -25.000      28.600         0.0100
       -24.950      28.600         0.0100
       -24.900      28.600         0.0100
       -27.100      28.650         0.0100
       -27.050      28.650         3.7855
       -27.000      28.650         4.2400
       -26.950      28.650         4.5317
       -26.900      28.650         4.7187
       -26.850      28.650         4.8552
       -26.800      28.650         5.0000
       -26.750      28.650         5.1523
       -26.700      28.650         5.3024
       -26.650      28.650         5.4632
       -26.600      28.650         5.6244
       -26.550      28.650         5.7839
       -26.500      28.650         5.9355
       -26.450      28.650         6.0727
       -26.400      28.650         6.1958
       -26.350      28.650         6.2900
       -26.300      28.650         6.3512
       -26.250      28.650         6.3743
       -26.200      28.650         6.3681
       -26.150      28.650         6.3413
       -26.100      28.650         6.2807
       -26.050      28.650         6.1988
       -26.000      28.650         6.1020
       -25.950      28.650         6.0130
       -25.900      28.650         5.9351
       -25.850      28.650         5.8548
       -25.800      28.650         5.7678
       -25.750      28.650         5.6689
       -25.700      28.650         5.5580
       -25.650      28.650         5.4300
       -25.600      28.650         5.2700
       -25.550      28.650         5.0727
       -25.500      28.650         4.8490
       -25.450      28.650         4.5973
       -25.400      28.650         4.2769
       -25.350      28.650         3.9048
       -25.300      28.650         3.3940
       -25.250      28.650         2.6968
       -25.200      28.650         2.9176
       -25.150      28.650         3.4497
       -25.100      28.650         3.4957
       -25.050      28.650         3.1600
       -25.000      28.650         2.1996
       -24.950      28.650         0.0100
       -24.900      28.650         0.0100
       -27.100      28.700         3.6147
       -27.050      28.700         4.2514
       -27.000      28.700         4.5667
       -26.950      28.700         4.8053
       -26.900      28.700         4.9727
       -26.850      28.700         5.1204
       -26.800      28.700         5.2527
       -26.750      28.700         5.3882
       -26.700      28.700         5.5225
       -26.650      28.700         5.6653
       -26.600      28.700         5.7967
       -26.550      28.700         5.9200
       -26.500      28.700         6.0295
       -26.450      28.700         6.1335
       -26.400      28.700         6.2192
       -26.350      28.700         6.2857
       -26.300      28.700         6.3296
       -26.250      28.700         6.3523
       -26.200      28.700         6.3567
       -26.150      28.700         6.3352
       -26.100      28.700         6.2955
       -26.050      28.700         6.2454
       -26.000      28.700         6.1951
       -25.950      28.700         6.1441
       -25.900      28.700         6.0875
       -25.850      28.700         6.0245
       -25.800      28.700         5.9552
       -25.750      28.700         5.8650
       -25.700      28.700         5.7674
       -25.650      28.700         5.6494
       -25.600      28.700         5.4947
       -25.550      28.700         5.3056
       -25.500      28.700         5.0828
       -25.450      28.700         4.8289
       -25.400      28.700         4.5631
       -25.350      28.700         4.2545
       -25.300      28.700         3.9126
       -25.250      28.700         3.5562
       -25.200      28.700         2.7267
       -25.150      28.700         3.2867
       -25.100      28.700         3.4087
       -25.050      28.700         3.0600
       -25.000      28.700         0.0100
       -24.950      28.700         0.0100
       -24.900      28.700         0.0100
       -27.100      28.750         4.1254
       -27.050      28.750         4.5426
       -27.000      28.750         4.8092
       -26.950      28.750         5.0291
       -26.900      28.750         5.1908
       -26.850      28.750         5.3300
       -26.800      28.750         5.4600
       -26.750      28.750         5.5900
       -26.700      28.750         5.7134
       -26.650      28.750         5.8346
       -26.600      28.750         5.9447
       -26.550      28.750         6.0414
       -26.500      28.750         6.1279
       -26.450      28.750         6.2036
       -26.400      28.750         6.2655
       -26.350      28.750         6.3118
       -26.300      28.750         6.3434
       -26.250      28.750         6.3591
       -26.200      28.750         6.3627
       -26.150      28.750         6.3535
       -26.100      28.750         6.3358
       -26.050      28.750         6.3114
       -26.000      28.750         6.2860
       -25.950      28.750         6.2537
       -25.900      28.750         6.2144
       -25.850      28.750         6.1654
       -25.800      28.750         6.1080
       -25.750      28.750         6.0300
       -25.700      28.750         5.9371
       -25.650      28.750         5.8220
       -25.600      28.750         5.6793
       -25.550      28.750         5.4964
       -25.500      28.750         5.2818
       -25.450      28.750         5.0320
       -25.400      28.750         4.7600
       -25.350      28.750         4.4627
       -25.300      28.750         4.1486
       -25.250      28.750         3.7400
       -25.200      28.750         3.0918
       -25.150      28.750         2.0600
       -25.100      28.750         2.7364
       -25.050      28.750         2.7561
       -25.000      28.750         0.0100
       -24.950      28.750         0.0100
       -24.900      28.750         0.0100
       -27.100      28.800         4.3874
       -27.050      28.800         4.7502
       -27.000      28.800         4.9919
       -26.950      28.800         5.2089
       -26.900      28.800         5.3666
       -26.850      28.800         5.5026
       -26.800      28.800         5.6263
       -26.750      28.800         5.7540
       -26.700      28.800         5.8685
       -26.650      28.800         5.9774
       -26.600      28.800         6.0675
       -26.550      28.800         6.1455
       -26.500      28.800         6.2133
       -26.450      28.800         6.2694
       -26.400      28.800         6.3109
       -26.350      28.800         6.3423
       -26.300      28.800         6.3649
       -26.250      28.800         6.3782
       -26.200      28.800         6.3831
       -26.150      28.800         6.3836
       -26.100      28.800         6.3781
       -26.050      28.800         6.3700
       -26.000      28.800         6.3574
       -25.950      28.800         6.3418
       -25.900      28.800         6.3196
       -25.850      28.800         6.2860
       -25.800      28.800         6.2377
       -25.750      28.800         6.1678
       -25.700      28.800         6.0785
       -25.650      28.800         5.9657
       -25.600      28.800         5.8284
       -25.550      28.800         5.6490
       -25.500      28.800         5.4378
       -25.450      28.800         5.1852
       -25.400      28.800         4.9067
       -25.350      28.800         4.6190
       -25.300      28.800         4.3400
       -25.250      28.800         3.8950
       -25.200      28.800         3.2154
       -25.150      28.800         0.0100
       -25.100      28.800         0.0100
       -25.050      28.800         0.0100
       -25.000      28.800         0.0100
       -24.950      28.800         0.0100
       -24.900      28.800         0.0100
       -27.100      28.850         4.5869
       -27.050      28.850         4.9150
       -27.000      28.850         5.1533
       -26.950      28.850         5.3527
       -26.900      28.850         5.5060
       -26.850      28.850         5.6424
       -26.800      28.850         5.7672
       -26.750      28.850         5.8900
       -26.700      28.850         5.9966
       -26.650      28.850         6.0889
       -26.600      28.850         6.1652
       -26.550      28.850         6.2276
       -26.500      28.850         6.2797
       -26.450      28.850         6.3192
       -26.400      28.850         6.3466
       -26.350      28.850         6.3657
       -26.300      28.850         6.3804
       -26.250      28.850         6.3900
       -26.200      28.850         6.3970
       -26.150      28.850         6.4038
       -26.100      28.850         6.4087
       -26.050      28.850         6.4141
       -26.000      28.850         6.4185
       -25.950      28.850         6.4175
       -25.900      28.850         6.4064
       -25.850      28.850         6.3852
       -25.800      28.850         6.3475
       -25.750      28.850         6.2864
       -25.700      28.850         6.1996
       -25.650      28.850         6.0855
       -25.600      28.850         5.9476
       -25.550      28.850         5.7690
       -25.500      28.850         5.5538
       -25.450      28.850         5.3043
       -25.400      28.850         5.0100
       -25.350      28.850         4.6913
       -25.300      28.850         4.3822
       -25.250      28.850         3.9979
       -25.200      28.850         3.2156
       -25.150      28.850         0.0100
       -25.100      28.850         0.0100
       -25.050      28.850         0.0100
       -25.000      28.850         0.0100
       -24.950      28.850         0.0100
       -24.900      28.850         0.0100
       -27.100      28.900         4.7436
       -27.050      28.900         5.0400
       -27.000      28.900         5.2719
       -26.950      28.900         5.4641
       -26.900      28.900         5.6209
       -26.850      28.900         5.7575
       -26.800      28.900         5.8814
       -26.750      28.900         5.9974
       -26.700      28.900         6.0953
       -26.650      28.900         6.1777
       -26.600      28.900         6.2432
       -26.550      28.900         6.2925
       -26.500      28.900         6.3280
       -26.450      28.900         6.3525
       -26.400      28.900         6.3683
       -26.350      28.900         6.3788
       -26.300      28.900         6.3857
       -26.250      28.900         6.3911
       -26.200      28.900         6.4000
       -26.150      28.900         6.4165
       -26.100      28.900         6.4341
       -26.050      28.900         6.4511
       -26.000      28.900         6.4675
       -25.950      28.900         6.4796
       -25.900      28.900         6.4800
       -25.850      28.900         6.4694
       -25.800      28.900         6.4400
       -25.750      28.900         6.3873
       -25.700      28.900         6.3032
       -25.650      28.900         6.1900
       -25.600      28.900         6.0472
       -25.550      28.900         5.8673
       -25.500      28.900         5.6469
       -25.450      28.900         5.3888
       -25.400      28.900         5.0716
       -25.350      28.900         4.7371
       -25.300      28.900         4.3698
       -25.250      28.900         3.9729
       -25.200      28.900         3.1100
       -25.150      28.900         0.0100
       -25.100      28.900         0.0100
       -25.050      28.900         0.0100
       -25.000      28.900         0.0100
       -24.950      28.900         0.0100
       -24.900      28.900         0.0100
       -27.100      28.950         4.8394
       -27.050      28.950         5.1316
       -27.000      28.950         5.3655
       -26.950      28.950         5.5500
       -26.900      28.950         5.7086
       -26.850      28.950         5.8432
       -26.800      28.950         5.9690
       -26.750      28.950         6.0795
       -26.700      28.950         6.1720
       -26.650      28.950         6.2458
       -26.600      28.950         6.3015
       -26.550      28.950         6.3393
       -26.500      28.950         6.3638
       -26.450      28.950         6.3764
       -26.400      28.950         6.3823
       -26.350      28.950         6.3842
       -26.300      28.950         6.3864
       -26.250      28.950         6.3911
       -26.200      28.950         6.4044
       -26.150      28.950         6.4276
       -26.100      28.950         6.4551
       -26.050      28.950         6.4827
       -26.000      28.950         6.5096
       -25.950      28.950         6.5319
       -25.900      28.950         6.5432
       -25.850      28.950         6.5400
       -25.800      28.950         6.5178
       -25.750      28.950         6.4705
       -25.700      28.950         6.3908
       -25.650      28.950         6.2800
       -25.600      28.950         6.1328
       -25.550      28.950         5.9455
       -25.500      28.950         5.7186
       -25.450      28.950         5.4500
       -25.400      28.950         5.1125
       -25.350      28.950         4.7400
       -25.300      28.950         4.3113
       -25.250      28.950         3.8349
       -25.200      28.950         2.9670
       -25.150      28.950         0.0100
       -25.100      28.950         0.0100
       -25.050      28.950         0.0100
       -25.000      28.950         0.0100
       -24.950      28.950         0.0100
       -24.900      28.950         0.0100
       -27.100      29.000         4.9046
       -27.050      29.000         5.1971
       -27.000      29.000         5.4310
       -26.950      29.000         5.6163
       -26.900      29.000         5.7719
       -26.850      29.000         5.9064
       -26.800      29.000         6.0324
       -26.750      29.000         6.1400
       -26.700      29.000         6.2296
       -26.650      29.000         6.2988
       -26.600      29.000         6.3472
       -26.550      29.000         6.3742
       -26.500      29.000         6.3888
       -26.450      29.000         6.3921
       -26.400      29.000         6.3900
       -26.350      29.000         6.3868
       -26.300      29.000         6.3885
       -26.250      29.000         6.3972
       -26.200      29.000         6.4157
       -26.150      29.000         6.4439
       -26.100      29.000         6.4786
       -26.050      29.000         6.5157
       -26.000      29.000         6.5503
       -25.950      29.000         6.5794
       -25.900      29.000         6.5981
       -25.850      29.000         6.6030
       -25.800      29.000         6.5863
       -25.750      29.000         6.5400
       -25.700      29.000         6.4612
       -25.650      29.000         6.3504
       -25.600      29.000         6.1992
       -25.550      29.000         6.0077
       -25.500      29.000         5.7705
       -25.450      29.000         5.4894
       -25.400      29.000         5.1245
       -25.350      29.000         4.6931
       -25.300      29.000         4.1879
       -25.250      29.000         3.4840
       -25.200      29.000         0.0100
       -25.150      29.000         0.0100
       -25.100      29.000         0.0100
       -25.050      29.000         0.0100
       -25.000      29.000         0.0100
       -24.950      29.000         0.0100
       -24.900      29.000         0.0100
       -27.100      29.050         4.9300
       -27.050      29.050         5.2269
       -27.000      29.050         5.4708
       -26.950      29.050         5.6525
       -26.900      29.050         5.8107
       -26.850      29.050         5.9449
       -26.800      29.050         6.0716
       -26.750      29.050         6.1794
       -26.700      29.050         6.2687
       -26.650      29.050         6.3347
       -26.600      29.050         6.3783
       -26.550      29.050         6.3983
       -26.500      29.050         6.4059
       -26.450      29.050         6.4029
       -26.400      29.050         6.3964
       -26.350      29.050         6.3918
       -26.300      29.050         6.3960
       -26.250      29.050         6.4097
       -26.200      29.050         6.4341
       -26.150      29.050         6.4675
       -26.100      29.050         6.5081
       -26.050      29.050         6.5506
       -26.000      29.050         6.5912
       -25.950      29.050         6.6259
       -25.900      29.050         6.6500
       -25.850      29.050         6.6579
       -25.800      29.050         6.6437
       -25.750      29.050         6.5982
       -25.700      29.050         6.5200
       -25.650      29.050         6.4072
       -25.600      29.050         6.2524
       -25.550      29.050         6.0523
       -25.500      29.050         5.8057
       -25.450      29.050         5.5029
       -25.400      29.050         5.1141
       -25.350      29.050         4.6320
       -25.300      29.050         4.0206
       -25.250      29.050         2.5100
       -25.200      29.050         0.0100
       -25.150      29.050         0.0100
       -25.100      29.050         0.0100
       -25.050      29.050         0.0100
       -25.000      29.050         0.0100
       -24.950      29.050         0.0100
       -24.900      29.050         0.0100
       -27.100      29.100         4.9250
       -27.050      29.100         5.2173
       -27.000      29.100         5.4533
       -26.950      29.100         5.6465
       -26.900      29.100         5.8120
       -26.850      29.100         5.9525
       -26.800      29.100         6.0800
       -26.750      29.100         6.1896
       -26.700      29.100         6.2784
       -26.650      29.100         6.3426
       -26.600      29.100         6.3818
       -26.550      29.100         6.4000
       -26.500      29.100         6.4058
       -26.450      29.100         6.4011
       -26.400      29.100         6.3935
       -26.350      29.100         6.3900
       -26.300      29.100         6.3987
       -26.250      29.100         6.4179
       -26.200      29.100         6.4478
       -26.150      29.100         6.4854
       -26.100      29.100         6.5292
       -26.050      29.100         6.5742
       -26.000      29.100         6.6178
       -25.950      29.100         6.6549
       -25.900      29.100         6.6804
       -25.850      29.100         6.6877
       -25.800      29.100         6.6747
       -25.750      29.100         6.6296
       -25.700      29.100         6.5521
       -25.650      29.100         6.4393
       -25.600      29.100         6.2814
       -25.550      29.100         6.0741
       -25.500      29.100         5.8163
       -25.450      29.100         5.4960
       -25.400      29.100         5.0972
       -25.350      29.100         4.5635
       -25.300      29.100         3.7027
       -25.250      29.100         0.0100
       -25.200      29.100         0.0100
       -25.150      29.100         0.0100
       -25.100      29.100         0.0100
       -25.050      29.100         0.0100
       -25.000      29.100         0.0100
       -24.950      29.100         0.0100
       -24.900      29.100         0.0100
       -27.100      29.150         4.8628
       -27.050      29.150         5.1665
       -27.000      29.150         5.4035
       -26.950      29.150         5.6034
       -26.900      29.150         5.7754
       -26.850      29.150         5.9211
       -26.800      29.150         6.0521
