       Lat(y)	    Long(x)	   Modified Mercalli Intensity
       -26.750      29.150         6.1644
       -26.700      29.150         6.2532
       -26.650      29.150         6.3175
       -26.600      29.150         6.3562
       -26.550      29.150         6.3747
       -26.500      29.150         6.3803
       -26.450      29.150         6.3766
       -26.400      29.150         6.3707
       -26.350      29.150         6.3714
       -26.300      29.150         6.3847
       -26.250      29.150         6.4085
       -26.200      29.150         6.4424
       -26.150      29.150         6.4834
       -26.100      29.150         6.5289
       -26.050      29.150         6.5751
       -26.000      29.150         6.6193
       -25.950      29.150         6.6564
       -25.900      29.150         6.6807
       -25.850      29.150         6.6871
       -25.800      29.150         6.6738
       -25.750      29.150         6.6279
       -25.700      29.150         6.5490
       -25.650      29.150         6.4321
       -25.600      29.150         6.2715
       -25.550      29.150         6.0579
       -25.500      29.150         5.7878
       -25.450      29.150         5.4509
       -25.400      29.150         5.0215
       -25.350      29.150         4.4048
       -25.300      29.150         2.7100
       -25.250      29.150         0.0100
       -25.200      29.150         0.0100
       -25.150      29.150         0.0100
       -25.100      29.150         0.0100
       -25.050      29.150         0.0100
       -25.000      29.150         0.0100
       -24.950      29.150         0.0100
       -24.900      29.150         0.0100
       -27.100      29.200         4.7516
       -27.050      29.200         5.0747
       -27.000      29.200         5.3248
       -26.950      29.200         5.5300
       -26.900      29.200         5.7086
       -26.850      29.200         5.8638
       -26.800      29.200         5.9980
       -26.750      29.200         6.1152
       -26.700      29.200         6.2023
       -26.650      29.200         6.2689
       -26.600      29.200         6.3100
       -26.550      29.200         6.3308
       -26.500      29.200         6.3386
       -26.450      29.200         6.3380
       -26.400      29.200         6.3363
       -26.350      29.200         6.3424
       -26.300      29.200         6.3596
       -26.250      29.200         6.3874
       -26.200      29.200         6.4243
       -26.150      29.200         6.4688
       -26.100      29.200         6.5142
       -26.050      29.200         6.5596
       -26.000      29.200         6.6039
       -25.950      29.200         6.6405
       -25.900      29.200         6.6620
       -25.850      29.200         6.6671
       -25.800      29.200         6.6506
       -25.750      29.200         6.6040
       -25.700      29.200         6.5225
       -25.650      29.200         6.4012
       -25.600      29.200         6.2378
       -25.550      29.200         6.0174
       -25.500      29.200         5.7325
       -25.450      29.200         5.3815
       -25.400      29.200         4.9127
       -25.350      29.200         4.1905
       -25.300      29.200         0.0100
       -25.250      29.200         0.0100
       -25.200      29.200         0.0100
       -25.150      29.200         0.0100
       -25.100      29.200         0.0001
       -25.050      29.200         0.0001
       -25.000      29.200         0.0001
       -24.950      29.200         0.0001
       -24.900      29.200         0.0001
       -27.100      29.250         4.5589
       -27.050      29.250         4.9233
       -27.000      29.250         5.1868
       -26.950      29.250         5.4051
       -26.900      29.250         5.5881
       -26.850      29.250         5.7533
       -26.800      29.250         5.8951
       -26.750      29.250         6.0191
       -26.700      29.250         6.1119
       -26.650      29.250         6.1828
       -26.600      29.250         6.2277
       -26.550      29.250         6.2534
       -26.500      29.250         6.2650
       -26.450      29.250         6.2674
       -26.400      29.250         6.2700
       -26.350      29.250         6.2808
       -26.300      29.250         6.3027
       -26.250      29.250         6.3342
       -26.200      29.250         6.3729
       -26.150      29.250         6.4188
       -26.100      29.250         6.4640
       -26.050      29.250         6.5080
       -26.000      29.250         6.5519
       -25.950      29.250         6.5885
       -25.900      29.250         6.6084
       -25.850      29.250         6.6105
       -25.800      29.250         6.5909
       -25.750      29.250         6.5408
       -25.700      29.250         6.4557
       -25.650      29.250         6.3284
       -25.600      29.250         6.1544
       -25.550      29.250         5.9217
       -25.500      29.250         5.6200
       -25.450      29.250         5.2400
       -25.400      29.250         4.7185
       -25.350      29.250         3.6453
       -25.300      29.250         0.0100
       -25.250      29.250         0.0100
       -25.200      29.250         0.0100
       -25.150      29.250         0.0100
       -25.100      29.250         0.0001
       -25.050      29.250         0.0001
       -25.000      29.250         0.0001
       -24.950      29.250         0.0001
       -24.900      29.250         0.0001
       -27.100      29.300         4.2656
       -27.050      29.300         4.6883
       -27.000      29.300         4.9780
       -26.950      29.300         5.2162
       -26.900      29.300         5.4135
       -26.850      29.300         5.5921
       -26.800      29.300         5.7462
       -26.750      29.300         5.8766
       -26.700      29.300         5.9759
       -26.650      29.300         6.0534
       -26.600      29.300         6.1032
       -26.550      29.300         6.1348
       -26.500      29.300         6.1513
       -26.450      29.300         6.1583
       -26.400      29.300         6.1658
       -26.350      29.300         6.1808
       -26.300      29.300         6.2058
       -26.250      29.300         6.2400
       -26.200      29.300         6.2800
       -26.150      29.300         6.3270
       -26.100      29.300         6.3716
       -26.050      29.300         6.4143
       -26.000      29.300         6.4553
       -25.950      29.300         6.4909
       -25.900      29.300         6.5100
       -25.850      29.300         6.5100
       -25.800      29.300         6.4863
       -25.750      29.300         6.4319
       -25.700      29.300         6.3416
       -25.650      29.300         6.2104
       -25.600      29.300         6.0264
       -25.550      29.300         5.7789
       -25.500      29.300         5.4515
       -25.450      29.300         5.0235
       -25.400      29.300         4.4032
       -25.350      29.300         0.0100
       -25.300      29.300         0.0100
       -25.250      29.300         0.0100
       -25.200      29.300         0.0100
       -25.150      29.300         0.0100
       -25.100      29.300         0.0001
       -25.050      29.300         0.0001
       -25.000      29.300         0.0001
       -24.950      29.300         0.0001
       -24.900      29.300         0.0001
